claim_status,video_id,video_duration_sec,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count,Total Interactions,Video Classification
claim,5946580164,14,not verified,active,154524,37790,4071,4,1,196386,Typical
claim,7035263240,48,not verified,banned,662236,336652,115074,447,197,1114159,Popular
claim,3104677612,35,not verified,active,172792,40124,13764,948,183,226863,Typical
claim,7862125158,18,not verified,under review,363304,71403,6499,1353,279,441485,Typical
claim,3286195066,25,not verified,active,972177,246905,75730,2208,151,1294963,Viral
claim,4811501509,38,not verified,active,667938,253989,43267,2658,1577,966771,Popular
claim,8080548946,56,not verified,active,943178,59640,10,522,296,1003124,Popular
claim,6490113352,40,not verified,active,835227,387907,16920,3068,2013,1242067,Popular
claim,7923291540,29,not verified,under review,75999,4140,786,68,36,80961,Typical
claim,5981910121,6,not verified,banned,653280,200395,40859,4134,788,895322,Popular
claim,9345633861,54,not verified,under review,841144,176677,49643,2387,682,1068146,Popular
claim,4401879796,26,not verified,active,792725,244271,4279,2055,395,1041670,Popular
claim,7431652540,51,not verified,active,318041,167749,56314,3620,274,542378,Typical
claim,5314753635,50,not verified,under review,499744,260963,68133,6179,2627,831467,Popular
claim,3158722505,5,not verified,under review,582955,86748,7182,865,21,676906,Typical
claim,9582738247,15,not verified,banned,238311,126167,10412,2122,699,375589,Typical
claim,4593717705,6,not verified,active,873409,157035,4962,2076,687,1036093,Popular
claim,1928696805,48,not verified,active,827022,376705,104682,8063,544,1308953,Viral
claim,5509589663,31,not verified,banned,972320,449084,169228,4670,1355,1591987,Viral
claim,7334738163,11,not verified,active,267499,164621,16314,127,75,448509,Typical
claim,9064186100,14,not verified,active,432360,201764,63233,872,460,697817,Popular
claim,7000827601,42,not verified,banned,389238,211611,68792,3330,621,670262,Typical
claim,3453987965,44,not verified,active,305816,158361,2635,1006,423,467235,Typical
claim,9027666517,36,not verified,active,551503,257248,12905,4017,1568,823224,Popular
claim,1942489254,58,not verified,active,307235,134023,37188,1470,20,478466,Typical
claim,1884748981,51,not verified,banned,263205,104137,6507,2507,1205,375054,Typical
claim,2117028261,56,not verified,banned,699716,388662,129743,9645,2748,1220869,Popular
claim,9326450892,37,not verified,active,134096,34222,9417,599,23,177758,Typical
claim,2059816652,25,not verified,under review,628191,331352,119547,3779,1390,1080480,Popular
claim,8471007388,5,not verified,active,284127,10596,4118,56,24,298865,Typical
claim,7035490665,28,not verified,active,163796,77803,4408,1087,454,246461,Typical
claim,2654889789,8,not verified,banned,935721,290697,41017,775,502,1267937,Popular
claim,8924851218,19,not verified,active,593497,68324,20712,1694,719,683252,Typical
claim,9705635265,10,not verified,active,661494,101284,16460,849,421,779659,Popular
claim,4660046489,20,not verified,active,706925,322654,75112,4974,2869,1107560,Popular
claim,4464053208,11,not verified,active,703635,170092,65369,3721,1933,941029,Popular
claim,5181690572,25,not verified,active,219449,94504,26593,1314,652,341198,Typical
claim,8598642903,56,not verified,active,140665,27827,7062,681,121,175675,Typical
claim,2648532419,45,not verified,banned,490475,299386,103409,6247,3734,897004,Popular
claim,7508517347,56,not verified,active,847359,514108,60603,8393,2068,1424138,Viral
claim,3706162999,26,not verified,active,157988,72701,3281,1150,345,234315,Typical
claim,5222676480,44,not verified,active,374682,241181,53180,1231,599,669642,Typical
claim,9878464754,24,not verified,active,807978,182359,15139,156,31,1005507,Popular
claim,4091089396,16,not verified,active,798087,503764,162965,12023,2228,1467044,Viral
claim,4806616876,11,not verified,active,923567,304484,117252,4416,2846,1348149,Viral
claim,5221518772,32,not verified,active,420278,53932,998,729,214,475422,Typical
claim,8582261176,38,not verified,banned,708931,333934,85569,1512,271,1128705,Popular
claim,8536620844,31,not verified,under review,32922,14600,4862,142,5,52389,Typical
claim,2957818311,50,not verified,under review,308006,164734,54432,2337,908,528080,Typical
claim,9107532816,33,not verified,active,366793,196608,61838,2866,949,626188,Typical
claim,6797969726,28,not verified,active,174182,53834,18868,766,26,246910,Typical
claim,7281833958,46,not verified,active,890827,30352,10728,329,1,931908,Popular
claim,8600339797,42,not verified,active,839787,132074,12867,348,82,984810,Popular
claim,5422848671,9,not verified,active,175806,73704,15052,1477,885,265447,Typical
claim,9419328519,41,not verified,banned,77008,42330,15315,882,115,134768,Typical
claim,8278820042,42,not verified,active,676103,217656,65553,4628,2398,961710,Popular
claim,7301314402,45,not verified,active,929535,245945,485,2192,632,1176597,Popular
claim,4646354636,33,not verified,banned,730734,226709,6856,927,216,964515,Popular
claim,8176022177,28,not verified,banned,600711,46548,3910,716,205,651374,Typical
claim,6658116122,42,not verified,under review,276922,88899,25210,1259,312,391343,Typical
claim,6242531037,50,not verified,active,689411,12049,1206,127,26,702692,Popular
claim,8127648124,24,not verified,active,957429,371495,129716,7970,3016,1461656,Viral
claim,5865719227,34,not verified,active,389440,259544,77289,5242,1128,727401,Popular
claim,9536086016,19,not verified,under review,759040,343664,70369,5620,2247,1175320,Popular
claim,1393424726,15,not verified,under review,526579,318171,74868,1819,92,919710,Popular
claim,6949636046,35,not verified,active,615937,195483,61552,3419,404,873376,Popular
claim,8711147871,35,not verified,active,469822,208520,33217,1612,583,712142,Popular
claim,7258526430,26,not verified,active,936228,189831,69964,544,158,1196181,Popular
claim,3641989332,23,not verified,active,297080,195360,48408,2394,736,541584,Typical
claim,9586924029,14,not verified,under review,43055,8648,1946,166,88,53737,Typical
claim,9371306238,21,verified,active,916073,291977,85408,929,313,1293771,Viral
claim,1865254781,14,not verified,banned,916230,531141,8019,3803,1402,1456792,Viral
claim,5262721759,18,not verified,banned,185095,52011,7368,542,80,244554,Typical
claim,2562179414,15,not verified,active,680134,324440,39232,3724,1310,1045116,Popular
claim,5229246452,42,not verified,active,284334,155859,9616,1921,940,450749,Typical
claim,3299417406,33,not verified,under review,33179,6509,326,9,6,40020,Typical
claim,1249207209,7,not verified,active,504906,279461,1715,3812,1867,787949,Popular
claim,5624578708,48,not verified,active,703727,420661,140821,4146,2426,1267635,Popular
claim,8282546361,49,not verified,active,81203,6079,1414,55,3,88699,Typical
claim,7401242960,54,not verified,active,356338,92140,19590,1223,95,468163,Typical
claim,9155839144,55,not verified,active,304722,19494,4928,32,6,329150,Typical
claim,1789434331,60,not verified,under review,436211,37153,12912,538,28,486304,Typical
claim,5881546040,15,not verified,active,934767,3543,1160,30,3,939473,Popular
claim,8870810096,9,not verified,active,199856,64680,24329,688,381,289246,Typical
claim,8400617642,54,not verified,active,986040,304573,78365,3887,2390,1371368,Viral
claim,1775025933,9,not verified,banned,531325,235084,11590,4630,2689,780688,Popular
claim,4583546251,17,not verified,active,656792,385709,90643,4764,1216,1134360,Popular
claim,7034645881,45,not verified,active,633862,13702,2583,104,62,650209,Typical
claim,3256803717,56,not verified,active,170263,58478,10703,753,281,239725,Typical
claim,9976223137,16,not verified,active,97778,36159,3153,362,30,137120,Typical
claim,1407345706,20,not verified,under review,89267,32398,2051,180,25,123741,Typical
claim,4135011512,8,not verified,under review,65693,3815,117,61,39,69664,Typical
claim,3746127888,57,not verified,active,657987,374565,81371,6130,429,1114352,Popular
claim,9569130638,55,not verified,active,24618,11937,2880,243,0,39435,Typical
claim,3337287875,30,not verified,active,507073,321313,127099,2263,8,955493,Popular
claim,8435363203,26,not verified,banned,338414,7937,879,182,11,347241,Typical
claim,9044000920,41,not verified,under review,694606,442974,28056,21,4,1165640,Popular
claim,6659056595,55,not verified,active,792899,475094,135735,1441,24,1403752,Viral
claim,5187532901,25,not verified,banned,337206,99176,26553,1912,636,463571,Typical
claim,2638959222,48,not verified,banned,673936,130682,27052,108,16,831686,Popular
claim,8200423091,17,not verified,active,652755,315978,35014,1374,681,1004428,Popular
claim,9417456550,29,not verified,active,952461,531630,92076,12896,1210,1577377,Viral
claim,5673363854,46,not verified,banned,122811,52657,15000,941,8,190476,Typical
claim,2443760228,22,not verified,banned,982069,260301,35815,220,79,1278264,Popular
claim,3709831549,49,not verified,active,924552,441566,107578,1042,332,1474028,Viral
claim,6173728392,54,not verified,active,262136,12418,286,108,48,274888,Typical
claim,8043249991,38,not verified,banned,10098,4681,790,12,8,15577,Typical
claim,9271057126,50,not verified,banned,737704,361389,20332,3223,1308,1120733,Popular
claim,9543721380,21,not verified,under review,60649,35453,12393,541,142,108637,Typical
claim,2978066048,24,not verified,active,226666,59804,5862,945,103,292435,Typical
claim,5767345712,56,not verified,active,491218,302164,18472,1479,258,812112,Popular
claim,3579267938,33,not verified,active,659031,434135,69579,9302,2900,1165645,Popular
claim,8173056093,31,not verified,active,129725,80331,20695,797,375,231126,Typical
claim,3762850231,55,not verified,active,387826,111882,36168,1037,302,536178,Typical
claim,2715576791,37,not verified,under review,790211,220994,67094,3987,176,1078475,Popular
claim,8732781537,27,not verified,active,891247,383476,56042,5463,91,1330856,Viral
claim,5914935897,27,not verified,banned,888297,98575,5695,725,148,992715,Popular
claim,8359088873,20,not verified,banned,251857,8694,2870,29,3,263424,Typical
claim,3213692543,15,not verified,under review,62298,10935,4056,137,59,77348,Typical
claim,4459535938,58,not verified,active,253587,7754,1238,54,9,262588,Typical
claim,6590366156,53,not verified,active,561540,207372,30326,1728,930,800168,Popular
claim,7863782907,14,not verified,banned,194269,88888,8966,569,114,292237,Typical
claim,7252205206,24,not verified,active,533024,84486,13418,1257,180,631108,Typical
claim,3870634860,9,not verified,under review,378782,233894,60898,890,248,673822,Typical
claim,8125388288,39,not verified,active,959225,309911,90505,1787,443,1360084,Viral
claim,2709970458,42,not verified,active,26335,7751,343,87,50,34479,Typical
claim,9323739945,12,not verified,active,821129,7253,2231,134,62,830675,Popular
claim,9201028639,51,not verified,active,269086,176635,27837,248,127,473685,Typical
claim,7341622708,49,not verified,banned,224903,68796,9261,96,48,303008,Typical
claim,2066066026,7,verified,active,156230,44179,6701,88,50,207160,Typical
claim,9953021517,51,not verified,active,918397,432314,125254,3820,2245,1478210,Viral
claim,2689342112,42,not verified,active,841983,400626,149450,6791,2601,1394660,Viral
claim,9455787521,48,not verified,active,688052,110882,22116,299,35,821085,Popular
claim,3020752787,8,not verified,active,448764,271801,97922,2517,1033,819520,Popular
claim,1775370921,39,not verified,active,758340,312275,124340,6019,3776,1198731,Popular
claim,6273192743,11,not verified,banned,566414,242529,11456,1530,237,820636,Popular
claim,5432339201,40,not verified,active,220116,112925,40427,2212,1320,374788,Typical
claim,6739793489,26,not verified,banned,945933,498682,197501,11010,3997,1646113,Viral
claim,6149961383,59,not verified,active,854106,421844,59824,6990,4563,1340337,Viral
claim,4070883679,24,not verified,banned,149004,16756,2184,215,137,168081,Typical
claim,3913999580,54,not verified,banned,958147,119322,7176,1053,99,1084744,Popular
claim,4806758177,32,not verified,under review,592207,112687,41862,1291,797,747553,Popular
claim,3368130497,34,not verified,active,230799,48174,4275,1084,56,283304,Typical
claim,6432638661,16,not verified,banned,565211,139267,11740,1659,503,716721,Popular
claim,2892786123,28,not verified,active,513162,314011,10060,952,200,837433,Popular
claim,9317861147,5,not verified,active,977463,629774,51668,3070,929,1659834,Viral
claim,1263168972,14,not verified,active,751128,147728,13724,622,290,912870,Popular
claim,8119018559,42,not verified,active,416627,145473,39614,2868,610,602324,Typical
claim,4641012058,48,not verified,banned,551288,221517,13070,2272,1489,787364,Popular
claim,8942467459,30,not verified,active,917806,42025,3149,157,41,963021,Popular
claim,7026432039,44,not verified,active,4273,448,44,8,4,4769,Unpopular
claim,1826750050,49,not verified,banned,707793,284791,34918,4879,94,1027596,Popular
claim,9277790300,18,not verified,under review,200342,8011,2904,31,1,211258,Typical
claim,7739708953,22,not verified,active,354243,101292,36126,461,68,491729,Typical
claim,5779199091,58,not verified,active,82800,42505,14322,651,240,139867,Typical
claim,9116861712,51,not verified,under review,680896,297728,97571,267,7,1076202,Popular
claim,7578422736,16,not verified,active,828691,99142,13119,1657,1,940953,Popular
claim,9717028975,39,not verified,under review,679162,257536,67064,5053,1312,1005074,Popular
claim,6076225658,26,not verified,active,987569,334118,37959,4035,29,1359675,Viral
claim,2572176520,6,not verified,active,241521,131878,23266,1880,1140,397805,Typical
claim,7920677752,15,not verified,banned,600945,317298,123711,2932,492,1042446,Popular
claim,1780224130,48,not verified,banned,94005,12550,3923,244,15,110493,Typical
